YWCA of the City of New York,2127554500,http://www.ywcanyc.org,"Established in 1858, the YWCA of the City of New York is one of the nationï¿½s oldest non-profit organizations. Our mission is to address the critical needs of New York City women and to empower them for success and leadership in their lives, jobs and communities. We focus on underserved families through job training, educational child care and after school programs; partnerships with business, government and other not-for-profits; and advocacy on behalf of the clients we serve.",,,,,,,,,,,,,,
American Menopause Foundation,2127142398,http://www.americanmenopause.org,A national not-for-profit health organization dedicated to providing information and education to all women.,,,,,,,,,,,,,,
Scenarios USA,7182305125,http://www.scenariosusa.org,"Scenarios USA is a 501(c)3 nonprofit organization that that uses writing and filmmaking to foster youth leadership, advocacy and self-expression in under-served teens. Scenarios USA asks teens to write about the issues that shape their lives for the annual ""What's the REAL DEAL?"" writing contest, and thousands have responded with their raw and revealing insights.

The winning writers are partnered with some of Hollywood's finest filmmakers to transform their stories into award-winning short films. 15 million people a year watch the Scenarios USA films at film festivals, on television and in high schools nationwide. Scenarios USA believes that by valuing youth and listening to their opinions we can have an impact on promoting healthy relationships and lowering the rate of HIV, STDs and pregnancy among teens.",40.685488,-73.974421,,,,,,,,,,,,
Grace Institute,2128327605,http://graceinstitute.org/,"For over 100 years, Grace Institute has provided tuition-free, practical job training in a supportive learning community for underserved New York area women of all ages and from many different backgrounds. In the tradition of its founding family, Grace is dedicated to the development of the personal and business skills necessary for self-sufficiency, employability and an improved quality of life.",40.764111,-73.961803,,,,,,,,,,,,
Bronx EOC,7185307008,http://www.MySpace.com/BronxEO,"The Bronx Educational Opportunity Center is a free of cost educational institution of the State University of New York, established to educate and train youth and adults in the Bronx communities who qualify. The center offers continuing, remedial and vocational education in a life-long learning process, in order to develop a skilled workforce for the future. In and through the educational activities, the center is also a force and a catalyst for community revitalization and total development of the individual.

Our Believes:
The Bronx EOC values dignity and self-respect in every individual in the community. We believes that the disadvantaged people in our communities have a right to self-determination and power through higher education and greater participation in the society.

List of free courses:
-English GED
-Spanish GED
-Vocational and Academic Preparation Lab
-College Preparation
-Executive Assistant
-Security Guard Registration
-Emergency Medical Technician",40.840948,-73.900334,,,,,,,,,,,,
Committed to Communities,7177334161,http://www.mobilechristianministries.com,"Committed to Communities Mobile Ministries is a non profit Certified Emergency Care and Safety Institute providing individuals with the knowledge and experience to engage in lifesaving measures. Instructors teach skills to promote healthy, safe and productive lifestyles for our neighbors. The outreach offered through the mobile ministries raises awareness to prevent injustice and stop atrocities associated with poverty and racial or religious intoloerance, while sharing a message of love and hope. The Ordained Members of The Clergy and Members of The Laity volunteer to serve as vital componets of the communities where they live and work by promoting the public good through programs to prevent cruelty to women, children and the elderly.",,,,,,,,,,,,,,
Institute for Human Identity,2122432830,http://www.ihi-therapycenter.org,,,,,,,,,,,,,,,
"African American Planning Commission, Inc.",7182187254,http://www.aapci.org,"The African American Planning Commission, Inc. (""AAPCI"") was founded in 1996 by current Executive Director, Matthew okebiyi.
AAPCI is a New York City-based 501(c)(3), nonprofit organization committed to addressing issues of homelessness (domestic violence, HIV/AIDS, housing shortage, and unemployment) within the communities in which we live and serve.",,,,,,,,,,,,,,
The Family Center,2127664522,http://www.thefamilycenter.org,"The Family Center works to create a more secure present and future for children whose parents have a life-threatening illness by providing comprehensive legal and social services, education and research. Our work is fueled by the belief that every child deserves an answer to the question: Who Will Take Care of Me?",40.753785,-73.993229,,,,,,,,,,,,
Midtown Community Court/Fund for the City of New York,6462641300,http://www.courtinnovation.org,"The first community court in the nation, the Midtown Community Court is a criminal court that opened in 1993.  It hears misdemeanor and summons cases and combines punishment with help to deter future offending.  It holds low-level offenders accountable by sentencing them to perform community restitution that is immediate, visible, and meaningful. At the same time, it helps offenders address underlying problems, such as homelessness, unemployment, and substance abuse, by linking them to on-site social services such as mental health counseling, job training, and drug treatment. To meet the specific needs of women, we run Choices, a comprehensive initiative that helps women involved with the justice system to achieve their independence and transcend their pasts.",40.765082,-73.984997,,,,,,,,,,,,
"New York City Office of the Public Advocate, Betsy Gotbaum",2126697250,http://www.pubadvocate.nyc.gov,"The Public Advocate answers complaints about people's problems with city government, investigates agencies and programs, proposes solutions that make government more efficient, and helps communities gain better access to government.  She has successfully advocated for improved reproductive health services, prenatal care services, and general health services for women.  The Public Advocate has also worked to improve gender equity in schools and supported measures to increase access to city contracts for women-owned businesses.",40.713001,-74.004181,,,,,,,,,,,,
League of Women Voters of the City of New York,2127253541,http://www.lwvnyc.org,"Nonpartisan membership organization, open to women and men.",40.70932,-74.010392,,,,,,,,,,,,
Girls Incorporated of New York City,2125317620,http://www.girlsincnyc.org,"Girls Incorporated of New York City is dedicated to inspiring all girls to be strong, smart, and bold.  We carry out our mission by delivering research-based experiential education programs with girls ages 6-18 during and after school and by delivering staff development trainings in the areas of gender equity and sexuality education. Our comprehensive programs are developed by the national organization, Girls Inc., and focus on the following topics: media literacy, economic literacy, violence prevention, self defense, sports, science, technology, health, sexuality and career readiness.",40.705198,-74.009648,,,,,,,,,,,,
Schervier Nursing Care Center,8002605006,http://www.scherviercares.org,"The mission of Bon Secours New York Health System is to bring compassion to health care and to be ""good help"" to those in need?. Bon Secours New York's mission is carried out through the services and programs of Schervier Nursing Care Center, Burke at Schervier Short-Term Rehabilitation Program, Schervier Respite Care, Schervier Center for Alzheimer's and Dementia Care, Schervier Home Health Care, Schervier Center for Research in Geriatric Care, the Schervier Apartments and Buena Ayuda Information and Referral Center.",,,,,,,,,,,,,,
US Department of Commerce/Harlem US Export Assistance Center,2128606200,http://www.Export.gov,US Government agency that assists US companies with exporting US-made goods and services overseas.,40.808644,-73.947524,,,,,,,,,,,,
New York City Department of Transportation,2124427760,http://dot.nyc.gov,The primary function of the agency is to maintain the infrastructure of the city.,40.717363,-74.006897,,,,,,,,,,,,
Indochina Sino-American Senior Citizen Center,2122260317,http://www.isacc-ny.org,,40.721238,-73.991385,,,,,,,,,,,,
Girls Incorporated,2125092000,http://www.girlsinc.org,"Girls Incorporated is a nonprofit organization that inspires all girls to be strong, smart, and bold.  With local roots dating to 1864 and national status since 1945, Girls Inc. has responded to the changing needs of girls through research-based programs and public education efforts that empower girls to understand, value, and assert their rights.  In 2007, Girls Inc. reached over 900,000 girls through Girls Inc. affiliates, our website, and educational publications.",40.70438,-74.006427,,,,,,,,,,,,
St. Luke's Roosevelt Hospital,2125238212,,Hospital,40.770297,-73.987689,,,,,,,,,,,,
Flatbush Development Corporation,7188593800,http://fdconline.org,"FDC is dedicated to meeting the needs of a diverse Flatbush community.
FDC identifies and responds to these needs by creating programs, campaigns, and partnerships through economic development, housing, youth, immigration and other initiatives that promote enhanced quality of life, safety, and preservation of our neighborhood.",40.63604,-73.962241,,,,,,,,,,,,
Women's HIV Collaborative of New York,2123671012,http://www.womenscollaborative,"WHCNY is rooted in the leadership and experiences of women living with HIV and AIDS.  As women, we are committed to empowering and supporting women, to develop innovative solutions through research, policy, advocacy and economics to promote platforms that support social justice and human rights for all.",40.73419,-73.989294,,,,,,,,,,,,
New York Women's Agenda,2129372411,http://www.nywa.org,"NYWA's mission is simple and powerful:

We are a coalition of women professionals and community activists who support the diversity and interests of New York women through collaboration, advocacy and education.

To advocate and collaborate for the interests of New York women in public policy decisions that affect our lives.

To increase women?s participation in public policy discussions on economic, political and social issues.

To support member organizations in their individual efforts.

NYWA's members represent the diversity of the city and include community groups; religious, ethnic, and political groups; professional associations; and issues-based groups. Through NYWA, these groups unite to work on issues of common interest and to advocate for public policy. Together, the voices of NYWA members work in concert to become one rousing chorus, impossible to ignore.",,,,,,,,,,,,,,
Spence-Chapin Services to Families and Children,2123690300,http://www.spence-chapin.org,"Spence-Chapin is an accredited, nonprofit, nonsectarian agency that has been offering quality adoption services for 100 years. Our mission is to find adoptive homes for children in need here and in countries around the world.",40.780488,-73.946119,,,,,,,,,,,,
ICD-International Center for the Disabled,2125856000,http://www.icdnyc.org,"ICD's mission is to help people with disabilities achieve greater health and independence at home, on the job, at school and in the community. Each year, we provide high quality, comprehensive and integrated medical rehabilitation; cognitive rehabilitation; speech/language, learning and hearing services; mental health and addiction recovery services; and vocational rehabilitation and job placement services to 4,000 poor and low-income individuals from all five boroughs of New York City.",40.737826,-73.978717,,,,,,,,,,,,
West Brighton Community Local Development Corp./BOC Women's Business Center,7188164775,http://wbcldc.org,"The West Brighton Community Local Development Corporation (WBCLDC), serving the Staten Island Business Community since 1981, offers programming to assist new entrepreneurs and existing businesses. Our one-on-one business counseling and seminars on timely business topics are available to all Staten Islanders. WBCLDC hosts a satellite office of the BOC Women?s Business Center.  Through the BOC WBC, we offer one-on-one counseling, long-term training and short-term seminars targeting women entrepreneurs in Staten Island. The WBC is sponsored by the US Small Business Administration.",40.63412,-74.122617,,,,,,,,,,,,
Hunger Action Network of New York State,2127418192,http://www.hungeractionnys.org/,,,,,,,,,,,,,,,
"Identity House, Inc.",2122438181,http://www.identityhouse.org/,,,,,,,,,,,,,,,
"Imeinu, Inc.",7182535364,,"Transitional Independent Living Group Residence

Capacity: 7 females only",40.617337,-73.936994,,,,,,,,,,,,
Institute for Labor and the Community,2125053184,,,40.728694,-73.980372,,,,,,,,,,,,
International Association of Administrative Professionals,2128395313,,,,,,,,,,,,,,,,
International Sheet Metal Workers Local Union 28,2127328199,,,40.745492,-73.982515,,,,,,,,,,,,
International Women's Health Coalition,2129798500,http://www.iwhc.org,,40.747629,-73.99306,,,,,,,,,,,,
"International Women's Tribune Centre, Inc.",2126878633,http://www.iwtc.org/,,,,,,,,,,,,,,,
International Women's Writing Guild,2127377536,http://www.iwwg.com,,,,,,,,,,,,,,,
Iris House-A Center for Women Living with HIV/AIDS,2124239049,http://www.irishouse.org/index.html,"Established in 1993 by the Women and AIDS Working Group, Iris House provides comprehensive services and advocacy for women, families, and communities infected with and affected by HIV/AIDS, while simultaneously providing prevention and education services ",,,,,,,,,,,,,,
"Isabella Geriatric Center, Inc.",2123429324,http://www.isabella.org/index.htm,"Since its inspired beginning in 1875, Isabella, a non-profit, non-sectarian organization, has pioneered in the care of the elderly of New York.  Located in northern Manhattan, Isabella has grown from a traditional nursing home into a progressive provider ",40.854783,-73.927909,,,,,,,,,,,,
"Jewish Community Center of Staten Island, Inc.",7184755200,http://www.sijcc.org/,,40.594454,-74.125677,,,,,,,,,,,,
Jewish Foundation for Education of Women,2122652565,http://www.jfew.org,"The Jewish Foundation for Education of Women (JFEW) is a private, nonsectarian organization that provides scholarships to women with financial need who live in the New York City area. We have been supporting women in attaining their educational goals and ",,,,,,,,,,,,,,
Jewish Guild for the Blind,8002844422,http://www.jgb.org/,"The Jewish Guild for the Blind (The Guild), located at 15 West 65th Street, New York, NY 10023, is a not-for-profit, non-sectarian agency that serves persons of all ages who are visually impaired, blind and multidisabled. The Guild offers a broad range of",,,,,,,,,,,,,,
Jewish Institute of Queens,7186426800,http://queensgymnasia.org/index.html,The Jewish Institute of Queens is an exciting and innovative place for children to grow and learn. The entire staff is dedicated to providing an education that will prepare every child for future academic success. ,40.731256,-73.871561,,,,,,,,,,,,
Jewish Women's Foundation,2128361478,http://jwfny.org/index.html,Through the funding of innovative programs and advocacy efforts the Jewish Women's Foundation of New York is committed to addressing the unmet needs of Jewish women and girls in the New York area and beyond. We invite you to work with us toward these powe,,,,,,,,,,,,,,
Junior League of Brooklyn,7186243288,http://www.brooklynjuniorleague.org/brooklyn/index.jsp,The Junior League of Brooklyn was established in 1910 by women interested in fighting the health and social problems associated with overcrowded tenement neighborhoods. Our vision is to be Brooklyn's premiere volunteer organization that affects enduring a,,,,,,,,,,,,,,
"Kings Bay YM-YWHA, Inc.",7186487703,http://www.kingsbayy.org/,"Kings Bay YM-YWHA is a community center serving the Sheepshead Bay, Marine Park, Bergen Beach, Homecreast and Midwood neighborhoods of Brooklyn. The Kings Bay Y offers a wide range of brand new social, educational and cultural programming for individuals ",40.598817,-73.94157,,,,,,,,,,,,
Marymount Manhattan College,2125170567,,,,,,,,,,,,,,,,
"Kingsbridge Heights Community Center, Inc.",7188840700,http://www.khcc-nyc.org/,"Our programs are offered for all members of the community. We have programs for all ages: early childhood, youths, adults and seniors.",40.877505,-73.90033,,,,,,,,,,,,
Kips Bay Boys & Girls Club,7188938600,http://kipsbay.org/drupal/,"The mission of the Kips Bay Boys & Girls Club is to improve and enhance the quality of life for all young people, with special emphasis on those who need us most between ages 6-18. Kips Bay Boys and Girls Club exists to assist as many young people as poss",40.817841,-73.856704,,,,,,,,,,,,
Kiwanis International,7188680229,http://www.kiwanis.org/,"Kiwanis is a global organization of volunteers dedicated to changing the world, one child and one community at a time.",,,,,,,,,,,,,,
Kingsborough Community College Women's Center,7183684700,http://www.kingsborough.edu/sub-other/sub-student_current/womens_resource_center.html,"The Center offers women and non-traditional students a welcoming, supportive environment in which to explore educational, professional, and lifestyle issues. It is an ideal place to meet and network with other students who are also working towards a succe",,,,,,,,,,,,,,
La Asociacion Benefica Cultural Father Billini,7186518427,,,40.754876,-73.863206,,,,,,,,,,,,
"Lambda Legal Defense and Education Fund, Inc.",2122135545,http://www.lambdalegal.org,"Lambda Legal is a national organization committed to achieving full recognition of the civil rights of lesbians, gay men, bisexuals, transgender people and those with HIV through impact litigation, education and public policy work.",,,,,,,,,,,,,,
Lawyers Alliance for New York,2122191800,http://www.lawyersalliance.org/,"Lawyers Alliance for New York is the leading provider of business and transactional legal services for nonprofit organizations that are improving the quality of life in New York City neighborhoods. By connecting lawyers, nonprofits, and communities, we he",40.747549,-73.993143,,,,,,,,,,,,
League for the Hard of Hearing,9173057700,http://www.lhh.org/,"The League was founded in New York in 1910 and is the premier agency in the world providing services for people of all ages with all degrees of hearing loss. The League, a non-profit agency, assures a world without limits for infants, children and adults ",,,,,,,,,,,,,,
Learning Disabilities Association of New York City,2126456730,http://www.ldanyc.org/index.html,"The Learning Disabilities Association of New York City (LDA of NYC) is a nonprofit organization which was founded in 1989. LDA of NYC facilitates access to needed services for all New Yorkers with Learning Disabilities, especially those in the more disadv",,,,,,,,,,,,,,
Learning Leaders,2122133370,http://www.learningleaders.org/,"Learning Leadersâ€™ mission is to help New York City public school students succeed by training volunteers to provide individualized instructional support and other school-based support, and by equipping parents to foster their childrenâ€™s educational development.",,,,,,,,,,,,,,
Legal Action Center,2122431313,http://www.lac.org/,"The Legal Action Center is the only non-profit law and policy organization in the United States whose sole mission is to fight discrimination against people with histories of addiction, HIV/AIDS, or criminal records, and to advocate for sound public polic",40.729165,-74.00525,,,,,,,,,,,,
"Legal Outreach, Inc",2126909989,http://www.legaloutreach.org/index.php?option=com_frontpage&Itemid=1,"Legal Outreach prepares urban youth from underserved communities in New York City to compete at high academic levels by using intensive legal and educational programs as tools for fostering vision, developing skills, enhancing confidence, and facilitating",40.824307,-73.945426,,,,,,,,,,,,
"Life Force: Women Fighting AIDS, Inc.",7187970937,http://www.lifeforceinc.org,"The mission of Life Force is to reduce the incidence of HIV/AIDS and to address the other broad range of health care issues of women of color particularly in Brooklyn, NY.",,,,,,,,,,,,,,
Lifeline Center For Child Development,7187404300,http://www.lifelinecenter.org/,A non-profit psychiatric day treatment center and Special education school,,,,,,,,,,,,,,
Lighthouse International,2128219235,http://www.lighthouse.org,"Founded in New York City in 1905, Lighthouse International is a leading non-profit organization dedicated to preserving vision and to providing critically needed vision and rehabilitation services to help people of all ages overcome the challenges of vision loss. Through clinical services, education, research, and advocacy, the Lighthouse enables people with low vision and blindness to enjoy safe, independent and productive lives.",,,,,,,,,,,,,,
"Lincoln Square Neighborhood Center, Inc.",2128740860,http://www.lsncny.org/,"The vision that shaped Lincoln Square Neighborhood Center in 1949 also shaped the Settlement House movement begun over 100 years ago. Throughout this city, neighbors stood up and took responsibility for each other, working cooperatively to build networks ",40.77501,-73.98689,,,,,,,,,,,,
"Little Shepherds Community Services, Inc.",7182952277,,,40.86065,-73.908052,,,,,,,,,,,,
"Loisaida, Inc.",2123530272,http://loisaidainc.org/htm/,"Loisaida, Inc is a community-based organization founded in 1979 at a time when the neighborhood was confronted with violence, drugs, gangs, and poverty. At that time 126 agencies, businesses, and individuals formed a Task Force to address the problems and",40.720462,-73.978369,,,,,,,,,,,,
Long Island University: Brooklyn Campus,5162993834,http://www.brooklyn.liu.edu/,"Established in 1926, the Brooklyn Campus, one of the fastest growing, most ethnically-diverse campuses in the metropolitan area, is located in the heart of revitalized downtown Brooklyn, N.Y. and offers over 195 academic programs.",,,,,,,,,,,,,,
"National Council of Jewish Women, Inc.",2126454048,http://www.ncjw.org,"The National Council of Jewish Women is a volunteer organization that has been at the forefront of social change for over a century -- championing the needs of women, children, and families -- while courageously taking a progressive stance on such issues ",,,,,,,,,,,,,,
Lutheran Social Services of New York,2128701100,http://www.lssny.org/,"LSSNY was established in 1886 and has a proud history of helping children and adults.  As we celebrate 120 years of ""Reaching People in Time to Make a Difference"", we are seeking loving and responsible foster parents to further our ministry to children an",,,,,,,,,,,,,,
Madison Square Boys & Girls Club,2127609600,,,40.748342,-73.984643,,,,,,,,,,,,
National Council for Research on Women,2127857335,http://www.ncrw.org/,"The National Council for Research on Women is a network of 120 research, policy and advocacy centers dedicated to improving the lives of women and girls both nationally and globally.

With a Corporate Circle of major companies and a Presidents Circle of current and former leaders from higher education, NCRW works across sectors to eliminate barriers to women's and girls' advancement.

Through programs such as its Big Five campaign focused on economic security, health, education, violence and immigration, NCRW works to raise public awareness about current disparities in the economy, workplace and society and to share best practices on how to narrow the gender gap.

At its annual conference, Awards Dinner, and special events throughout the year, the Council hosts panels and strategic consultations about cutting edge issues. NCRW also conducts ad hoc research for key stakeholders and partners and brings the research community closer to policymakers and change agents across silos and areas of expertise.

The overarching aim of NCRW's work is to bring about transformative change that moves toward a more equitable, inclusive and sustainable future.",40.705371,-74.008516,,,,,,,,,,,,
"MADRE, Inc.",2126270444,http://www.madre.org,MADRE is an international women's human rights organization that works towards a world in which all people enjoy the fullest range of individual and collective human rights,Published,,,,,,,,,,,,,
Make the Road New York,7184187690,http://www.maketheroad.org/index.php,"Make the Road New York* promotes economic justice, equity and opportunity for all New Yorkers through community and electoral organizing, strategic policy advocacy, leadership development, youth and adult education, and high quality legal and support serv",40.698448,-73.915629,,,,,,,,,,,,
Malcolm X Day Care Center,7186517880,,,,,,,,,,,,,,,,
Maspeth Town Hall Community Center,7183356049,http://www.maspethtownhall.org/,"Offering free and low-cost educational, recreational and cultural programs to the residents of Maspeth, Middle Village, Glendale, Woodside, Elmhurst and Ridgewood!",,,,,,,,,,,,,,
MercyFirst,7182321500,http://www.mercyfirst.org/,"MercyFirst is one of New York’s leading not-for-profit human service agencies serving more than 4,000 children, teenagers and families each year in Brooklyn, Queens, Nassau and Suffolk counties.

Founded by the Sisters of Mercy as sister orphanages, Angel",,,,,,,,,,,,,,
Metropolitan Council on Housing,2129796238,http://www.metcouncil.net/,"Met Council, founded in 1958, is a membership organization dedicated to preserving and expanding New York City’s supply of decent, affordable housing. Most New Yorkers live in rented apartments—almost all low, moderate, and middle-income people in New Yor",,,,,,,,,,,,,,
"Mid Bronx Community Preservation Coalition, Inc.",7185900655,,"We are a non-profit, community based youth service agency, founded in 1979. We are committed to assisting economically disadvantaged youth and young adults become productive citizens by enhancing their ability to further their education, obtain job skills",40.836098,-73.903825,,,,,,,,,,,,
"Mid-Bronx Council Services, Inc.",7185888200,http://www.midbronx.org/,"When bestowing the nation’s oldest and most prestigious community award (""All America City"") on the Bronx, the National Civic League acknowledged Mid-Bronx Council for its work in helping to turn their borough into one of the nation’s top ten communities—",40.827412,-73.922277,,,,,,,,,,,,
Midtown Pregnancy Support Center,2126891705,http://www.mpsc.org,The Midtown Pregnancy Support Center (MPSC) is a not-for-profit organization of Christians offering alternatives to abortion. We also provide post-abortion peer counseling to women and couples in need. All services are provided FREE of charge and delivered in a confidential and professional atmosphere without the use of scare tactics or emotional appeals.,,,,,,,,,,,,,,
Midwood Development Corporation,7183760999,,,40.617962,-73.960396,,,,,,,,,,,,
Momentum Project,2126918100,http://www.momentumaidsproject.org,"Twenty-three years ago, the Momentum Project began as an all-volunteer organization dedicated to feeding disenfranchised New Yorkers living with HIV/AIDS.  Today, Momentum has grown into one of New York City’s largest HIV/AIDS organizations providing hot ",,,,,,,,,,,,,,
"Morningside Center for Teaching Social Responsibility, Inc.",2128703318,,"MORNINGSIDE CENTER for Teaching Social Responsibility works in public schools and communities to help teachers, students, and parents build skills, knowledge and community. Through our programs, people learn to solve conflicts nonviolently, challenge bias",40.811101,-73.964168,,,,,,,,,,,,
"Mosholu Montefiore Community Center, Inc.",7188824000,http://www.mmcc.org/, ,40.881486,-73.881226,,,,,,,,,,,,
Mount Hope Housing Company,7185837017,http://www.mounthopehousing.org/index.html,"Mount Hope Housing Company, Inc. is a community development organization that rehabilitates and manages affordable housing as well as providing a robust array of services to help its residents achieve new opportunities to move up the economic ladder.",40.852399,-73.907445,,,,,,,,,,,,
Ms. Foundation for Women,2126814549,http://www.ms.foundation.org,"Founded in 1973, the Ms. Foundation for Women is the first and leading women’s fund and the foundation engaged across the United States to build women’s collective power to ignite change. The Ms. Foundation delivers strategic grants, capacity building and",40.70438,-74.006427,,,,,,,,,,,,
Mt. Sinai School of Medicine,2126506088,,,40.790443,-73.953793,,,,,,,,,,,,
Municipal Art Society of New York,2129353960,http://www.mas.org/,"MAS fights for intelligent urban design, planning and preservation through education, dialogue and advocacy.",,,,,,,,,,,,,,
"NA'AMAT USA, New York Council",2122135545,http://www.naamat.org/,"For more than 80 years, NA’AMAT USA, International Movement of Zionist Women, has had one mission: to support the women and children of Israel. To accomplish its mission, NA’AMAT —through its sister organization in Israel— provides a broad range of social",,,,,,,,,,,,,,
National Coalition Against Censorship,2128076222,http://www.ncac.org,"The National Coalition Against Censorship, an alliance of fifty-two participating organizations, is dedicated to protecting free expression and access to information ",40.745743,-73.994435,,,,,,,,,,,,
NARAL Pro-Choice New York,2123430114,http://www.prochoiceny.org/about/,"NARAL Pro-Choice New York, the New York State Affiliate of Pro-Choice America, works to protect safe, legal abortion and expand the full range of reproductive rights for women regardless of age, race or income.",40.745492,-73.982515,,,,,,,,,,,,
"National Council of Negro Women of Greater New York, New York City Chapter",7186578585,,"The National Council of Negro Women was founded in 1935 by Mary McLeod Bethune, a civil rights activist, educator, and advisor to President Franklin D. Roosevelt, as a collection of organizations that “enable the voices of black women to be heard more ful",,,,,,,,,,,,,,
"National Council of Women of the United States, Inc.",2126971278,http://www.womensorganizations.org/index.php?option=com_content&task=view&id=12&Itemid=41,"The National Council of Women’s Organizations is the leading coalition that makes fighting for women’s rights more effective by working together.  Every day, NCWO highlights and promotes the diverse work of our more than 200 member organizations represent",,,,,,,,,,,,,,
National Council of Young Israel. Young Israel of Forest Hills.,7185202305,http://www.find-us.net/youngisrael/,"Welcome to the Young Israel of Forest Hills Senior League, better known as the ""Center with a Heart"".  Our center offers a delicious, glatt kosher Lunch Program daily, featuring a wide variety of menu items. Our meals follow a low salt and low sugar diet.",,,,,,,,,,,,,,
